City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,Scottburgh,-30.2867,30.7532,292.39,82,0,2.67,ZA,2024-05-06
333,Boden,65.8252,21.6886,274.15,97,75,1.45,SE,2024-05-06
334,Fauske,67.2588,15.3918,278.17,64,1,2.9,NO,2024-05-06
335,Kavaratti,10.5669,72.642,302.43,70,23,3.54,IN,2024-05-06
336,Sinabang,2.4803,96.3801,301.15,83,34,0.85,ID,2024-05-06
337,Garissa,-0.4536,39.6401,298.6,85,100,6.86,KE,2024-05-06
338,Hasaki,35.7333,140.8333,297.37,71,100,11.37,JP,2024-05-06
339,Remire-Montjoly,4.9167,-52.2667,300.17,94,75,3.09,GF,2024-05-06
340,Saint-Francois,46.4154,3.9054,286.84,90,100,3.6,FR,2024-05-06
341,Wajir,1.7471,40.0573,298.83,83,92,5.58,KE,2024-05-06
342,Mawlamyinegyunn,16.3833,95.2667,303.65,64,0,4.33,MM,2024-05-06
343,Utrik,11.2278,169.8474,300.56,79,96,7.8,MH,2024-05-06
344,Wynyard,-41.0,145.7167,287.33,68,60,2.3,AU,2024-05-06
345,Ust'-Ilimsk,58.0006,102.6619,290.06,50,100,4.92,RU,2024-05-06
346,Chibougamau,49.9168,-74.3659,281.94,93,100,3.6,CA,2024-05-06
347,Brookings,44.3114,-96.7984,290.15,57,0,6.17,US,2024-05-06
348,Spearfish,44.4908,-103.8594,293.07,50,0,12.35,US,2024-05-06
349,Kismayo,-0.3582,42.5454,300.11,84,100,6.33,SO,2024-05-06
350,Cravinhos,-21.3403,-47.7294,294.55,59,0,1.88,BR,2024-05-06
351,Escanaba,45.7453,-87.0646,284.24,76,0,2.57,US,2024-05-06
352,Selfoss,63.9331,-20.9971,275.95,70,84,6.16,IS,2024-05-06
353,Zaozersk,69.4005,32.4476,271.28,97,100,3.22,RU,2024-05-06
354,Archangelos,36.2149,28.1149,292.14,65,0,5.05,GR,2024-05-06
355,Nabire,-3.3667,135.4833,302.48,69,94,0.72,ID,2024-05-06
356,Kruisfontein,-34.0033,24.7314,291.72,22,0,3.77,ZA,2024-05-06
357,Cabedelo,-6.9811,-34.8339,298.52,82,11,4.78,BR,2024-05-06
358,Port Hedland,-20.3167,118.5667,302.18,28,62,7.2,AU,2024-05-06
359,Bontang,0.1333,117.5,299.82,82,100,1.77,ID,2024-05-06
360,Valparaiso,-33.0393,-71.6273,285.95,62,0,0.0,CL,2024-05-06
361,Badger,64.8,-147.5333,289.1,37,40,5.66,US,2024-05-06
362,Tazacorte,28.629,-17.9293,291.69,77,0,4.63,ES,2024-05-06
363,Amga,60.8953,131.9608,283.31,53,38,2.7,RU,2024-05-06
364,Murghob,38.1702,73.9667,268.98,75,17,3.0,TJ,2024-05-06
365,Fale Old Settlement,-9.3852,-171.2468,302.52,76,59,2.72,TK,2024-05-06
366,Kangding,30.0513,101.9603,283.88,85,98,1.51,CN,2024-05-06
367,Carutapera,-1.195,-46.02,298.12,96,100,3.51,BR,2024-05-06
368,Fuyu,45.1833,124.8167,289.77,39,100,8.47,CN,2024-05-06
369,Churapcha,62.0025,132.4325,282.27,57,67,4.04,RU,2024-05-06
370,Geraldton,-28.7667,114.6,288.38,72,0,4.63,AU,2024-05-06
371,Binhe,32.6883,112.8275,295.15,74,6,3.88,CN,2024-05-06
372,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,297.47,99,100,0.83,BR,2024-05-06
373,Torbat-E Heydariyeh,35.274,59.2195,289.86,31,7,1.4,IR,2024-05-06
374,Mosjoen,65.836,13.1908,280.21,75,79,1.03,NO,2024-05-06
375,Borogontsy,62.6683,131.1683,282.81,50,89,3.3,RU,2024-05-06
376,Ghat,24.9647,10.1728,300.25,34,100,5.3,LY,2024-05-06
377,Jining,35.405,116.5814,289.82,62,99,2.04,CN,2024-05-06
378,Urumqi,43.801,87.6005,294.68,25,99,7.0,CN,2024-05-06
379,Severo-Yeniseyskiy,60.3725,93.0408,275.14,100,100,1.79,RU,2024-05-06
380,Strelka,58.0728,93.0344,281.17,94,100,3.93,RU,2024-05-06
381,Camocim,-2.9022,-40.8411,299.09,90,100,3.61,BR,2024-05-06
382,Sona,45.4388,10.8255,288.9,92,0,1.03,IT,2024-05-06
383,Newman,37.3138,-121.0208,291.64,48,78,3.13,US,2024-05-06
384,Cabo San Lucas,22.8909,-109.9124,301.82,34,75,3.6,MX,2024-05-06
385,Midvagur,62.0511,-7.1939,281.61,100,100,2.57,FO,2024-05-06
386,Ixtapa,20.7,-105.2,298.83,73,100,5.14,MX,2024-05-06
387,Usinsk,65.9939,57.5281,264.3,90,26,3.13,RU,2024-05-06
388,Gross-Gerau,49.9239,8.4936,288.53,94,20,2.57,DE,2024-05-06
389,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,277.35,62,100,2.26,RU,2024-05-06
390,Zyryanskoye,56.8306,86.6258,281.0,63,100,5.15,RU,2024-05-06
391,Tadine,-21.55,167.8833,297.86,55,93,6.45,NC,2024-05-06
392,Akdagmadeni,39.6603,35.8836,274.49,87,99,3.55,TR,2024-05-06
393,Ridgefield,40.8343,-74.0088,285.01,91,100,3.09,US,2024-05-06
394,Petropavlovsk-Kamchatsky,53.0452,158.6483,281.48,78,75,4.0,RU,2024-05-06
395,Crane,31.3974,-102.3501,297.38,68,10,7.09,US,2024-05-06
396,Suntar,62.1444,117.6319,274.05,97,100,0.97,RU,2024-05-06
397,Acapulco De Juarez,16.8634,-99.8901,301.05,78,75,5.14,MX,2024-05-06
398,Lompoc,34.6391,-120.4579,290.94,64,0,10.29,US,2024-05-06
399,Bengkulu,-3.8004,102.2655,299.27,86,7,1.48,ID,2024-05-06
400,Grande Prairie,55.1667,-118.8027,288.68,33,89,4.3,CA,2024-05-06
401,Kraljevo,43.7258,20.6894,284.15,93,0,0.0,RS,2024-05-06
402,Sur,22.5667,59.5289,304.05,59,0,4.77,OM,2024-05-06
403,Mount Gambier,-37.8333,140.7667,288.81,59,0,4.46,AU,2024-05-06
404,Tsiombe,-25.3,45.4833,291.13,81,0,2.53,MG,2024-05-06
405,Were Ilu,10.6,39.4333,285.78,76,97,2.52,ET,2024-05-06
406,Thinadhoo,0.5333,72.9333,302.71,76,92,4.9,MV,2024-05-06
407,Temiskaming Shores,47.4938,-79.7153,284.02,71,100,0.94,CA,2024-05-06
408,Mahina,-17.5065,-149.489,305.02,48,20,6.17,PF,2024-05-06
409,Willowmore,-33.2926,23.4895,289.35,32,0,3.04,ZA,2024-05-06
410,Atbasar,51.8,68.3333,275.98,61,0,2.96,KZ,2024-05-06
411,Island Harbour,50.724,-1.2758,284.25,76,48,0.45,GB,2024-05-06
412,Nagqu,31.5,92.0,273.96,62,100,0.8,CN,2024-05-06
413,Banswara,23.55,74.45,301.66,35,0,2.8,IN,2024-05-06
414,Ilhabela,-23.7781,-45.3581,295.59,86,2,2.26,BR,2024-05-06
415,Konarka,19.9,86.1167,303.37,84,30,9.09,IN,2024-05-06
416,Yuzhno-Kurilsk,44.0306,145.8556,283.91,84,100,0.19,RU,2024-05-06
417,La Ronge,55.1001,-105.2842,283.34,48,71,1.42,CA,2024-05-06
418,Muromtsevo,56.3724,75.2418,273.99,72,13,4.95,RU,2024-05-06
419,At Taj,24.2049,23.2857,293.69,27,0,3.41,LY,2024-05-06
420,Lafiagi,8.8667,5.4167,301.7,70,95,2.14,NG,2024-05-06
421,Nola,40.922,14.5329,288.5,93,2,0.64,IT,2024-05-06
422,Mugia,43.1041,-9.2179,283.1,76,9,2.19,ES,2024-05-06
423,Genhe,50.7833,121.5167,288.44,26,98,0.78,CN,2024-05-06
424,Mount Isa,-20.7333,139.5,298.02,31,16,4.12,AU,2024-05-06
425,Uvira,-3.4067,29.1458,295.48,84,59,1.02,CD,2024-05-06
426,Shalqar,47.8333,59.6,283.06,64,100,4.29,KZ,2024-05-06
427,Guanare,9.0418,-69.7421,296.66,92,99,0.55,VE,2024-05-06
428,Sedziszow,50.5659,20.0556,287.08,88,61,3.46,PL,2024-05-06
429,Sant'Antioco,39.0664,8.4522,288.31,55,100,3.84,IT,2024-05-06
430,Qashyr,53.0675,76.1036,277.64,51,0,3.86,KZ,2024-05-06
431,Paradip Garh,20.3167,86.6167,302.57,83,74,6.75,IN,2024-05-06
432,Naracoorte,-36.9579,140.7383,289.74,49,0,5.72,AU,2024-05-06
433,Prado,-17.3411,-39.2208,297.63,89,25,2.03,BR,2024-05-06
434,Chernyshevskiy,63.0128,112.4714,273.42,94,100,2.42,RU,2024-05-06
435,Manokwari,-0.8667,134.0833,300.94,74,99,0.84,ID,2024-05-06
436,Nueva Gerona,21.8833,-82.8,300.08,73,0,3.94,CU,2024-05-06
437,Vallegrande,-18.4897,-64.1069,288.49,98,65,2.95,BO,2024-05-06
438,Crescent City,41.756,-124.2018,286.46,68,75,5.66,US,2024-05-06
439,Peno,56.9262,32.7426,272.26,92,15,1.56,RU,2024-05-06
440,Al Kharijah,25.4514,30.5464,293.59,24,0,3.99,EG,2024-05-06
441,Plastun,44.7561,136.2939,277.15,95,100,2.91,RU,2024-05-06
442,Leava,-14.3,-178.1667,302.4,80,94,6.35,WF,2024-05-06
443,Patong,7.8961,98.2966,304.83,75,100,1.62,TH,2024-05-06
444,Alice Springs,-23.7,133.8833,289.9,59,25,4.63,AU,2024-05-06
445,Tateyama,34.9833,139.8667,293.85,74,100,8.28,JP,2024-05-06
446,Qamdo,31.1667,97.2333,277.61,59,100,1.77,CN,2024-05-06
447,Mirganj,28.55,79.2,303.65,18,0,1.83,IN,2024-05-06
448,Abra Pampa,-22.7205,-65.697,284.33,16,0,1.12,AR,2024-05-06
449,Santiago De Cao,-7.9589,-79.2392,291.22,94,100,5.66,PE,2024-05-06
450,Essaouira,31.5125,-9.77,292.22,72,99,9.28,MA,2024-05-06
451,Sibolga,1.7427,98.7792,300.65,83,1,1.25,ID,2024-05-06
452,Charters Towers,-20.1,146.2667,301.04,42,75,4.64,AU,2024-05-06
453,Horta,38.5333,-28.6333,290.94,96,100,8.49,PT,2024-05-06
454,South Boston,42.3334,-71.0495,282.82,92,100,3.09,US,2024-05-06
455,San Ignacio,17.1561,-89.0714,306.23,49,0,5.14,BZ,2024-05-06
456,Ribadesella,43.4614,-5.0596,285.34,89,44,4.11,ES,2024-05-06
457,Nogliki,51.8333,143.1667,274.45,75,31,5.36,RU,2024-05-06
458,Cidreira,-30.1811,-50.2056,294.44,98,37,4.06,BR,2024-05-06
459,Susangerd,31.5608,48.1831,299.83,44,100,1.47,IR,2024-05-06
460,Viedma,-40.8135,-62.9967,281.4,29,0,3.54,AR,2024-05-06
461,Puerto Baquerizo Moreno,-0.9,-89.6,296.31,86,85,3.53,EC,2024-05-06
462,San Nicolas De Los Arroyos,-33.3358,-60.2252,290.4,95,100,1.38,AR,2024-05-06
463,Vernon,50.2581,-119.2691,293.01,45,100,5.81,CA,2024-05-06
464,Al Bawiti,28.3492,28.8659,289.59,63,0,2.62,EG,2024-05-06
465,Tvoroyri,61.5556,-6.8111,282.04,97,100,3.35,FO,2024-05-06
466,Nyaunglebin,17.95,96.7333,303.21,60,7,2.61,MM,2024-05-06
467,Tregunc,47.85,-3.85,284.2,87,100,6.05,FR,2024-05-06
468,Stephenville,32.2207,-98.2023,297.56,76,100,2.06,US,2024-05-06
469,Dalandzadgad,43.5708,104.425,289.02,25,5,3.5,MN,2024-05-06
470,San Antonio De Pale,-1.4014,5.6325,301.17,85,23,4.12,GQ,2024-05-06
471,Kindu,-2.95,25.95,294.81,82,5,1.14,CD,2024-05-06
472,Sultanah,24.4926,39.5857,301.4,14,0,3.6,SA,2024-05-06
473,Kill Devil Hills,36.0307,-75.676,296.15,82,0,8.23,US,2024-05-06
474,Gamboma,-1.8764,15.8644,298.49,68,26,1.45,CG,2024-05-06
475,Morehead City,34.7229,-76.726,296.16,87,0,4.02,US,2024-05-06
476,Minab,27.1467,57.0801,296.33,73,0,0.0,IR,2024-05-06
477,Heihe,50.2441,127.4902,288.4,38,0,3.34,CN,2024-05-06
478,Mizan Teferi,6.9833,35.5833,291.31,81,100,1.2,ET,2024-05-06
479,Agnibilekrou,7.1344,-3.2047,296.9,98,100,1.01,CI,2024-05-06
480,Velikiy Ustyug,60.7644,46.3106,271.7,92,100,4.02,RU,2024-05-06
481,Owando,-0.4819,15.8999,297.43,76,51,0.72,CG,2024-05-06
482,Nadi,-17.8,177.4167,304.15,70,75,5.66,FJ,2024-05-06
483,Mariel,22.9875,-82.7536,299.23,78,78,6.84,CU,2024-05-06
484,Kapit,2.0167,112.9333,300.27,80,100,0.38,MY,2024-05-06
485,Pathein,16.7833,94.7333,304.76,57,10,3.93,MM,2024-05-06
486,Tulun,54.5611,100.5792,289.91,51,100,5.61,RU,2024-05-06
487,Narrabri,-30.3167,149.7833,292.88,69,0,1.79,AU,2024-05-06
488,Maputo,-25.9653,32.5892,290.97,88,0,1.54,MZ,2024-05-06
489,San Sebastian De La Gomera,28.0916,-17.1133,293.35,68,0,1.03,ES,2024-05-06
490,Shatsk,54.0258,41.7119,275.18,93,8,3.91,RU,2024-05-06
491,Les Avirons,-21.2418,55.3394,294.18,56,0,3.6,RE,2024-05-06
492,Loiza,18.4313,-65.8802,301.56,86,40,2.06,PR,2024-05-06
493,Saintes,45.6667,-0.75,285.65,92,100,4.1,FR,2024-05-06
494,Orapa,-21.2833,25.3667,289.47,30,0,3.42,BW,2024-05-06
495,Rosario Do Sul,-30.2583,-54.9142,294.89,97,60,2.91,BR,2024-05-06
496,Tucurui,-3.7661,-49.6725,299.01,87,99,1.56,BR,2024-05-06
497,Pasuquin,18.3328,120.6177,304.12,70,20,2.57,PH,2024-05-06
498,Khash,28.2211,61.2158,293.11,40,0,1.07,IR,2024-05-06
499,Vilyuysk,63.7553,121.6247,275.93,85,100,4.47,RU,2024-05-06
500,Sabang,5.8933,95.3214,302.63,75,43,2.06,ID,2024-05-06
501,Zhigalovo,54.8097,105.1578,288.71,47,100,1.98,RU,2024-05-06
502,Khovd,48.0056,91.6419,291.55,14,5,2.64,MN,2024-05-06
503,Sakaiminato,35.55,133.2333,297.11,60,75,9.26,JP,2024-05-06
504,Romanovka,51.7443,42.7527,277.69,94,8,3.26,RU,2024-05-06
505,Nago,26.5881,127.9761,302.62,78,7,4.93,JP,2024-05-06
506,Makassar,-5.14,119.4221,301.18,89,20,1.03,ID,2024-05-06
507,Sao Francisco Do Sul,-26.2433,-48.6381,298.1,94,100,1.54,BR,2024-05-06
508,Qionghai,19.2425,110.4642,302.84,70,100,4.03,CN,2024-05-06
509,Matamey,13.4231,8.4749,303.05,22,0,3.69,NE,2024-05-06
510,Fort Stockton,30.894,-102.8793,297.18,75,0,8.23,US,2024-05-06
511,Pucon,-39.2822,-71.9543,279.32,92,100,3.06,CL,2024-05-06
512,Kasongo-Lunda,-6.4667,16.8167,294.75,70,83,1.01,CD,2024-05-06
513,Pariaman,-0.619,100.12,302.18,78,8,1.08,ID,2024-05-06
514,Hell-Ville,-13.4,48.2667,299.45,74,6,2.7,MG,2024-05-06
515,Sakakah,29.9697,40.2064,293.91,35,0,6.78,SA,2024-05-06
516,Fortaleza,-3.7227,-38.5247,302.22,84,40,3.09,BR,2024-05-06
517,Rio Gallegos,-51.6226,-69.2181,274.13,84,83,6.79,AR,2024-05-06
518,Canton,23.1167,113.25,298.12,73,89,0.98,CN,2024-05-06
519,Belmonte,-15.8631,-38.8828,298.62,80,29,3.67,BR,2024-05-06
520,Buritis,-15.6178,-46.4233,294.7,72,1,1.07,BR,2024-05-06
521,Coahuayana De Hidalgo,18.7,-103.6583,297.46,78,99,1.38,MX,2024-05-06
522,Arteche,12.2645,125.4048,303.61,60,17,3.05,PH,2024-05-06
523,Nuku'Alofa,-21.1333,-175.2,299.34,89,75,2.57,TO,2024-05-06
524,Shumerlya,55.5005,46.4129,275.63,97,100,5.44,RU,2024-05-06
525,Teluknaga,-6.0989,106.6381,304.36,72,20,4.02,ID,2024-05-06
526,Novo Aripuana,-5.1206,-60.3797,298.01,98,41,0.73,BR,2024-05-06
527,Richards Bay,-28.783,32.0377,292.06,87,0,2.01,ZA,2024-05-06
528,Suva,-18.1416,178.4415,298.86,100,75,3.6,FJ,2024-05-06
529,Wenxing,28.6667,112.8833,294.66,78,100,3.56,CN,2024-05-06
530,Subkhankulovo,54.5574,53.8115,279.76,93,100,11.12,RU,2024-05-06
531,Kingston,17.997,-76.7936,298.8,80,4,1.37,JM,2024-05-06
532,Vinh Yen,21.31,105.5967,298.12,94,100,1.28,VN,2024-05-06
533,Kulhudhuffushi,6.6221,73.07,302.72,76,100,4.56,MV,2024-05-06
534,Atasu,48.6814,71.6433,277.78,69,100,2.44,KZ,2024-05-06
535,Bhamo,24.2667,97.2333,297.29,70,100,1.32,MM,2024-05-06
536,Sambava,-14.2667,50.1667,296.05,84,3,4.67,MG,2024-05-06
537,Rikaze,29.25,88.8833,278.93,62,100,0.78,CN,2024-05-06
538,Burang,30.25,81.1667,272.67,76,36,2.04,CN,2024-05-06
539,Grand Rapids,42.9634,-85.6681,289.57,73,40,3.6,US,2024-05-06
540,Puerto Ayacucho,5.6639,-67.6236,299.18,86,100,1.98,VE,2024-05-06
541,Whitby,54.4877,-0.615,285.55,86,100,1.23,GB,2024-05-06
542,Katsuren-Haebaru,26.3369,127.8719,302.58,75,75,6.69,JP,2024-05-06
543,Porto Novo,6.4965,2.6036,301.37,83,6,2.75,BJ,2024-05-06
544,Belyy Yar,53.6039,91.3903,287.09,67,0,2.0,RU,2024-05-06
545,Kuqa,41.7278,82.9364,296.76,17,10,1.2,CN,2024-05-06
546,Chui,-33.6971,-53.4616,292.07,96,88,1.27,UY,2024-05-06
547,Campbell River,50.0163,-125.2446,284.89,100,75,1.54,CA,2024-05-06
548,Briviesca,42.5499,-3.3232,283.23,94,99,3.24,ES,2024-05-06
549,Lucapa,-8.4192,20.7447,291.46,63,0,1.79,AO,2024-05-06
550,Luanda,-8.8368,13.2343,300.15,93,75,2.06,AO,2024-05-06
551,Baardheere,2.3446,42.2764,298.37,90,100,3.72,SO,2024-05-06
552,La Passe,45.5549,-0.8967,285.92,86,100,6.13,FR,2024-05-06
553,Brisas De Zicatela,15.8369,-97.0419,301.44,89,0,2.57,MX,2024-05-06
554,Kamiiso,41.8167,140.65,287.36,82,75,4.63,JP,2024-05-06
555,Kenora,49.8167,-94.4337,283.84,61,16,2.6,CA,2024-05-06
556,Vilcun,-38.65,-72.2333,278.35,91,76,3.87,CL,2024-05-06
557,Magong,23.5654,119.5863,298.25,85,100,3.12,TW,2024-05-06
558,Paso De Los Toros,-32.8167,-56.5167,292.84,91,100,2.94,UY,2024-05-06
559,Margate,51.3813,1.3862,285.87,83,37,1.4,GB,2024-05-06
560,Puerto Madryn,-42.7692,-65.0385,283.8,35,8,5.6,AR,2024-05-06
561,Touros,-5.1989,-35.4608,299.47,85,61,5.44,BR,2024-05-06
562,Smolensk,55.0,33.0,280.04,70,100,1.89,RU,2024-05-06
563,Buala,-8.145,159.5921,303.74,70,46,2.05,SB,2024-05-06
